記事ID,収集日時(UTC),ソース,タイトル,URL,公開日,概要(先頭200字),企業名,軸1_組織,軸2_制度仕組み,軸3_コンプライアンス,軸4_業務プロセス,軸5_データマネジメント,軸6_生成AI活用,軸7_業務統合,主要評価軸,推定レベル,判定根拠
72c62efc807d,2026/5/28 5:05,PR TIMES,企業向けAIエージェントプラットフォーム「RiN Family」、自己改善型AIエージェント「Hermes Agent」に対応開始,https://prtimes.jp/main/html/rd/p/000000002.000177845.html,2026/5/28,"[株式会社Metelix]
[画像: https://prcdn.freetls.fastly.net/release_image/177845/2/177845-2-1e40483709061a45eeaf6e00ffd7694d-1280x720.jpg?width=536&amp;quality=85%2C75&amp;format=jpeg&amp;auto=webp&amp;fit=bo",株式会社Metelix,2,,,2,,3,2,生成AI活用,3,自己改善型AIエージェント「Hermes Agent」への対応開始により、エージェントの監視・評価・改善に関する一定の体系化が進んでいることが示唆される。
a967b236c1ba,2026/5/28 5:05,PR TIMES,"「ここ直して」とAIにチャットするだけ--ホームページ管理が月5,500円で丸投げできる「保守AI」",https://prtimes.jp/main/html/rd/p/000000082.000121749.html,2026/5/28,"[株式会社Emposy]
[画像1: https://prcdn.freetls.fastly.net/release_image/121749/82/121749-82-e932231272d87a9c096035dd7272cffb-1232x547.png?width=536&amp;quality=85%2C75&amp;format=jpeg&amp;auto=webp&amp;fit=",株式会社Emposy,1,,1,2,1,2,2,生成AI活用,2,ホームページ保守業務にAIを適用した基本的なサービス提供段階。運用・監視の明確な枠組みが示されていない属人的実施の段階。
a33245e8145d,2026/5/28 5:05,PR TIMES,TALKsmithを提供する株式会社LOOV、第25回 総務・人事・経理Week【東京】内「第18回 HR EXPO【東京】」にブース出展,https://prtimes.jp/main/html/rd/p/000000063.000113608.html,2026/5/28,"[LOOV Inc.]
最適な解説/説明体験の自動化を実現するプレゼン自動化AI「TALKsmith（トークスミス）」 を展開する、株式会社LOOV（本社：東京都目黒区、代表取締役CEO：内田雅人）は、2026年6月17日（水）～19日（金）に東京ビ...",株式会社LOOV、LOOV Inc.,2,,,3,,2,3,生成AIの業務プロセスへの統合,3,プレゼン自動化AIを複数顧客に展開し、説明資料作成プロセスへの標準的な統合が進展している段階。
29afd4aa1f5d,2026/5/28 5:05,PR TIMES,「使ってみたい」が続出。iProducer導入サロンが語るAIの実力,https://prtimes.jp/main/html/rd/p/000000110.000137621.html,2026/5/28,"[アイユニバース]
株式会社Eye Universe（所在地：東京都港区、代表取締役：森越道大、以下「当社」）は、「iProducer Studio」を導入したサロンにおける活用状況を調査し、問い合わせ削減・口コミ返信のワンクリック化という突出...",株式会社Eye Universe,2,,1,2,1,2,2,生成AIの業務プロセスへの統合,2,サロン業務の問い合わせ・口コミ対応にAIを部分的に統合。導入実績の報告段階であり、全体最適化や定量管理の仕組みが不明瞭。
76001374b80b,2026/5/28 5:05,PR TIMES,人とAIの安全な協調を支えるAIセーフティ基盤を構築しました―設計・評価・運用の一貫したガイドラインと評価・実証基盤を整備―,https://prtimes.jp/main/html/rd/p/000000035.000031786.html,2026/5/28,"[株式会社コーピー]
NEDOが推進した「AIの安全性確保に関する研究開発・検証等の推進事業／AIセーフティ強化に関する研究開発」（以下、本事業）において、NEDO、国立研究開発法人産業技術総合研究所（産総研）、株式会社Citadel AI...",株式会社コーピー、Citadel AI,3,,4,,3,4,,コンプライアンス,4,NEDO事業としてAIセーフティ基盤を構築。設計・評価・運用の統一的ガイドラインと実証基盤を整備し、定量的評価体系が確立されている。
4ecea173613b,2026/5/28 5:05,PR TIMES,Lingble、海外展開のプレイブックをAI化した「Tsuro-san」β版の提供を開始Lingble Linkの新機能として海外展開の意思決定を高度化,https://prtimes.jp/main/html/rd/p/000000033.000083362.html,2026/5/28,"[Lingble社]
[画像: https://prcdn.freetls.fastly.net/release_image/83362/33/83362-33-a58f460cdbd92ba433194dbdaa83428a-1360x652.jpg?width=536&amp;quality=85%2C75&amp;format=jpeg&amp;auto=webp&amp;fit=bound",Lingble、Lingble Link,2,2,,3,2,2,3,生成AIの業務プロセスへの統合,3,海外展開の意思決定プロセスをAI化したプレイブック「Tsuro-san」を提供開始。業務プロセスへのAI組み込みが標準化されている段階。
ed7aa0196cb2,2026/5/28 5:05,PR TIMES,イマーシブ映像による観光体験×画像生成AIアバターの記念撮影で日本の観光地への誘客促進を目指す実証実験をJTBと共同実施 ～空間演出システムの映像制御をクラウド化し、画像生成AIの活用を実現～,https://prtimes.jp/main/html/rd/p/000006742.000003442.html,2026/5/28,"[パナソニックグループ]
[画像1: https://prcdn.freetls.fastly.net/release_image/3442/6742/3442-6742-e47dbe96bfce11b4e5eceb5c85c8fa6e-3421x2567.jpg?width=536&amp;quality=85%2C75&amp;format=jpeg&amp;auto=webp&amp;fit",パナソニックグループ、JTB,2,2,2,2,2,2,3,生成AIの業務プロセスへの統合,3,画像生成AIアバターと映像制御をクラウド化して観光体験に統合する実証実験。業務プロセスへのAI組み込みを実装段階で実施中。
a12e21b63a62,2026/5/28 5:06,PR TIMES,Okta最新調査でAIツールのガバナンスが構造的な機能不全に陥っていることが明らかに,https://prtimes.jp/main/html/rd/p/000000182.000063011.html,2026/5/28,"[Okta Japan株式会社]
アイデンティティ管理サービスを提供するOkta, Inc.（本社：米国・サンフランシスコ 以下 Okta）の日本法人であるOkta Japan 株式会社は、最新のグローバル調査レポート「AI Agents at Work 2026(https://www.okt...","Okta, Inc.、Okta Japan株式会社",2,2,3,1,2,1,1,コンプライアンス,3,AIツールのガバナンス機能不全の調査報告。AI倫理・統制に関する実態調査でコンプライアンス軸が中心
efc4d793132f,2026/5/28 5:06,PR TIMES,人とAIの安全な協調を支えるAIセーフティ基盤を構築しました,https://prtimes.jp/main/html/rd/p/000000049.000075720.html,2026/5/28,"[株式会社Citadel AI]
NEDO（国立研究開発法人新エネルギー・産業技術総合開発機構）
国立研究開発法人産業技術総合研究所
株式会社Citadel AI
株式会社コーピー
国立大学法人琉球大学

NEDOが推進した「AIの安全性確保に関する研究開...",株式会社Citadel AI、国立研究開発法人新エネルギー・産業技術総合開発機構、国立研究開発法人産業技術総合研究所、株式会社コーピー、国立大学法人琉球大学,3,3,4,3,3,4,3,コンプライアンス,4,AIセーフティ基盤構築で安全性確保を実現。AI倫理・安全性に関する定量的管理・統計分析による成果報告
04b2786a213a,2026/5/28 5:06,PR TIMES,OTA × PMS 両サイドの経営知見を、ホテル現場のフロント業務AIへ─元 ヤフー予約事業本部長／元 ダイナテック代表 齋藤克也氏がCotel AI 経営顧問に就任,https://prtimes.jp/main/html/rd/p/000000001.000183164.html,2026/5/28,"[Cotel AI株式会社]
宿泊業向けのAIプラットフォーム「Cotel AI」（コーテルエーアイ）を提供するCotel AI株式会社（本社：東京都世田谷区、共同代表：宮代 隼弥／丸山 拓人）は、元 ヤフー株式会社（現 LINEヤフー株式会社）予約事...",Cotel AI株式会社、ヤフー株式会社、LINEヤフー株式会社,2,2,1,2,1,2,2,生成AI活用対象の業務プロセス,2,ホテルフロント業務向けAIプラットフォーム。業務プロセスの定義・標準化段階の取り組み報告
fa776039a4b8,2026/5/28 5:06,PR TIMES,不動産業務AI SaaS「ULSAPO（ウルサポ）」、全機能を完全無料で提供開始──AIローン審査・AI賃料査定など、中小不動産会社のDX格差解消へ,https://prtimes.jp/main/html/rd/p/000000001.000183890.html,2026/5/28,"[ULSAPO株式会社]
[画像1: https://prcdn.freetls.fastly.net/release_image/183890/1/183890-1-be21e40d45c4461c96672036c1e34cfb-1440x950.png?width=536&amp;quality=85%2C75&amp;format=jpeg&amp;auto=webp&amp;fit=bo",ULSAPO株式会社,2,2,2,3,2,3,3,生成AI活用,3,AIローン審査・AI賃料査定など複数の業務プロセスへのAI統合を標準化されたSaaSで提供。中小企業向けの体系的なソリューション展開。
c0cdf35f0ab9,2026/5/28 5:06,PR TIMES,アポロ、AI活用をワンストップで支援する体制の構築に向けてエミシスをグループ会社化,https://prtimes.jp/main/html/rd/p/000000016.000093043.html,2026/5/28,"[アポロ株式会社]
　アポロ株式会社（本社：東京都渋谷区、代表取締役：宮地 謙輔、以下「アポロ」）は、株式会社エミシス（本社：福岡県福岡市、代表取締役：藤木 寛人、以下「エミシス」）の株式を100％取得し、完全子会社化した...",アポロ株式会社、株式会社エミシス,3,2,,,,2,2,組織,3,AI活用をワンストップで支援する体制構築のため、エミシスをグループ会社化。組織戦略として全社的なAI活用体制の標準化を推進。
e7ee30269322,2026/5/28 5:06,PR TIMES,FastLabel、フィジカルAI領域における高品質なデータを収集するアプリケーション「OpenLUTRA（ルトラ）」をオープンソースで公開,https://prtimes.jp/main/html/rd/p/000000200.000065427.html,2026/5/28,"[FastLabel]
[画像1: https://prcdn.freetls.fastly.net/release_image/65427/200/65427-200-47f149feae2d9323f7b73b9f619323cd-1280x720.png?width=536&amp;quality=85%2C75&amp;format=jpeg&amp;auto=webp&amp;fit=b",FastLabel,,1,,2,3,2,,データマネジメント,3,フィジカルAI領域における高品質データ収集アプリケーションをオープンソースで公開。データ収集の標準化・体系化により、業界全体のデータ品質向上を実現。
cb6f9c33affb,2026/5/28 5:06,PR TIMES,みらい長崎ココウォーク、人流分析AI Agent「ミセシル」を採用し、来館者の動向や周辺施設イベントの影響を可視化。館内回遊と集客施策の最適化を推進,https://prtimes.jp/main/html/rd/p/000000208.000091540.html,2026/5/28,"[株式会社GROWTH VERSE]
[画像: https://prcdn.freetls.fastly.net/release_image/91540/208/91540-208-2a9da5b97915cda87c6deb72bd935420-3841x2561.png?width=536&amp;quality=85%2C75&amp;format=jpeg&amp;auto=webp&am",株式会社GROWTH VERSE,2,2,,3,3,3,3,生成AIの業務プロセスへの統合,3,人流分析AI Agentを導入し、来館者動向・イベント影響を可視化。館内回遊と集客施策の最適化を推進する全体的なプロセス統合を実施。
9e9c5ac79870,2026/5/28 5:06,PR TIMES,ベイシア、PeopleXの対話型AIサービス「PeopleX AI面接」「PeopleX AIロープレ」を導入,https://prtimes.jp/main/html/rd/p/000000254.000139786.html,2026/5/28,"[株式会社PeopleX]
[画像1: https://prcdn.freetls.fastly.net/release_image/139786/254/139786-254-90b03e01c66d47855f6414d211470ff4-1200x630.png?width=536&amp;quality=85%2C75&amp;format=jpeg&amp;auto=webp&amp;f",株式会社PeopleX,2,2,2,2,1,2,2,生成AI活用対象の業務プロセス,2,AI面接・AIロープレなど採用業務にAI導入。業務手順として基本方針が明文化されているが、全社的標準化段階への推進途上。
bca712c0a935,2026/5/28 5:06,PR TIMES,"【国内最大級のクエリファンアウト調査】AIは1つの質問の裏で最大33回検索する - 35,482件の実データで判明、ChatGPTはGeminiの1.6倍の「裏側検索」を実行",https://prtimes.jp/main/html/rd/p/000000024.000147944.html,2026/5/28,"[Queue株式会社]
Queue株式会社(https://queue-tech.jp/)（本社：東京都中央区、代表：谷口 太一、URL：https://queue-tech.jp/ ）は、当社が運営するLLMO/GEO（AI検索最適化）サービス「umoren.ai(https://umoren.ai/)」の無料QF...",Queue株式会社,2,,,2,3,3,2,生成AI活用,3,LLMOps/GenAIOpsの観点から、複数LLMの動作分析・最適化サービスを提供。クエリ動作の定量分析と監視が組織的に実施されている。
2f2c8a596c1d,2026/5/28 5:06,PR TIMES,"ClickHouse、ARR前年同期比300%超、顧客数4,000社突破、Claude搭載のAIエージェントを発表",https://prtimes.jp/main/html/rd/p/000000013.000171967.html,2026/5/28,"[ClickHouse]
サンフランシスコ - 2026年5月27日 - 本日、ClickHouse, Inc.は第2回年次ユーザーカンファレンス「Open House 2026(https://clickhouse.com/openhouse/san-francisco)」を開幕し、創業以来最も躍進した四半期を象...","ClickHouse, Inc.",3,3,,3,4,3,3,データマネジメント,4,データウェアハウスソリューションにClaudeを搭載したAIエージェント統合。大規模顧客基盤での一貫性のある統合と定量成長指標を示す。
4026bfa7b616,2026/5/28 5:06,PR TIMES,見積時間 最大70%減。建設特化AIエージェントが業務を担う「コンクルーAI」へ、プロダクトを全面刷新。,https://prtimes.jp/main/html/rd/p/000000014.000171982.html,2026/5/28,"[株式会社コンクルー]
[画像1: https://prcdn.freetls.fastly.net/release_image/171982/14/171982-14-81865e6cfe32532565e24ba3bde835a7-2720x1530.png?width=536&amp;quality=85%2C75&amp;format=jpeg&amp;auto=webp&amp;fit=",株式会社コンクルー,2,2,1,3,2,3,3,生成AIの業務プロセスへの統合,3,建設業務の見積作成プロセスにAIエージェントを統合し、業務時間を定量削減（70%短縮）。業務プロセスへの標準化された組み込みを実施。
3243eb74723a,2026/5/28 5:06,PR TIMES,アトミックソフトウェア「AI音声カルテ」を先行提供開始。AI機能群「medicalforce intelligence」の第一弾機能として,https://prtimes.jp/main/html/rd/p/000000118.000075856.html,2026/5/28,"[medicalforce]
[画像1: https://prcdn.freetls.fastly.net/release_image/75856/118/75856-118-d709ac5bb29cd864d4fd22433addde00-1999x1125.png?width=536&amp;quality=85%2C75&amp;format=jpeg&amp;auto=webp&amp;f",アトミックソフトウェア,2,2,2,2,2,2,2,生成AIの業務プロセスへの統合,2,医療現場のカルテ作成にAI音声機能を実装。先行提供の段階で、まだ基本手順段階。医療特有のコンプライアンス配慮は必須。
28004ce1ce84,2026/5/28 5:06,PR TIMES,Black AI、Clarisプラチナパートナーの「サポータス」とAI×ローコード領域で戦略的提携,https://prtimes.jp/main/html/rd/p/000000003.000183143.html,2026/5/28,"[Black AI株式会社]
[画像: https://prcdn.freetls.fastly.net/release_image/183143/3/183143-3-f98c05e13a678fa2f9134ea2ed0742ca-2172x724.png?width=536&amp;quality=85%2C75&amp;format=jpeg&amp;auto=webp&amp;fit=b",Black AI株式会社、サポータス,2,2,,2,,2,2,制度・仕組み,2,AI×ローコード領域での戦略的提携。パートナーシップ体制は整備されているが、具体的運用スキームはまだ初期段階。
4b2d088a6319,2026/5/28 5:06,PR TIMES,【月刊AI検索業界レポート2026年5月号】コアアップデートとAI最適化ガイド ─ Googleが「AI対策＝SEO」と明言した,https://prtimes.jp/main/html/rd/p/000000028.000166736.html,2026/5/28,"[ナレッジホールディングスLLMO対策本部]
2026年5月のAI検索およびSEO業界は、Googleによる複数の大型公式アクションが同時に重なる、極めて密度の高い月となりました。
株式会社ナレッジホールディングス（本社：東京都港区）は、本レポートで、当月に発...",株式会社ナレッジホールディングス,2,2,,3,2,3,3,生成AI活用,3,Google のAIアップデートに対応したSEO・LLMO対策の標準化・体系化を実施。業界レポートの発行により、AI検索への対応を全社的に展開。
85ee7f58a763,2026/5/28 5:06,PR TIMES,【独自調査】AI検索によって、比較検討と購買意思決定のプロセスはどう変わるのか？,https://prtimes.jp/main/html/rd/p/000000027.000166736.html,2026/5/28,"[ナレッジホールディングスLLMO対策本部]
株式会社ナレッジホールディングス（本社：東京都港区、以下「当社」）は、全国の20代～50代の男女を対象に「調べ物サービスの比較検討とAI検索による購買行動の変化」に関する独自調査を実施しました。本リリー...",株式会社ナレッジホールディングス,2,2,,3,3,2,3,データマネジメント,3,消費者行動データを系統的に収集・分析し、AI検索による購買プロセス変化を定量的に把握。データ駆動型の調査体制を整備。
da6a496dcd92,2026/5/28 5:06,PR TIMES,ナインアウト、「音声サマライズ」をアップデート。接客内容の要約や外部サービス連携を自動完結,https://prtimes.jp/main/html/rd/p/000000176.000014710.html,2026/5/28,"[ナインアウト株式会社]
ナインアウト株式会社（以下、ナインアウト）は、「顧客の声を機会に変える」をミッションに掲げ、人とデジタルをなめらかに繋ぐAIインターフェースを「Ask One」「CREATIVE SURVEY」「Fan Fan Fan」の3ブランド...",ナインアウト株式会社,2,2,1,3,2,3,3,生成AIの業務プロセスへの統合,3,音声サマライズの自動化により、顧客対応業務にAI機能を標準統合。外部サービス連携も実施し、業務プロセスの効率化を推進。
ddcdca398627,2026/5/28 5:06,PR TIMES,【イベントレポート】販売部数No.1雑誌『ハルメク』のAI講座がスタート代官山 蔦屋書店 SHARE LOUNGEで初開催,https://prtimes.jp/main/html/rd/p/000000267.000034765.html,2026/5/28,"[株式会社ハルメクホールディングス]
販売部数No.1（※1）雑誌『ハルメク』を発行する株式会社ハルメク（本社：東京都新宿区、代表取締役社長：宮澤 孝夫、株式会社ハルメクホールディングス100%子会社）は、暮らしに役立つAIの活用法を楽しく学べる「...",株式会社ハルメク、株式会社ハルメクホールディングス,2,1,,1,,1,1,制度・仕組み,1,AI講座の開催は教育啓発の初期段階。組織的なAI活用戦略や業務プロセス統合はまだ属人的・場当たり的な段階。
f9b027c08922,2026/5/28 5:06,PR TIMES,＜2026 AIトレンド通信 5月号＞なぜAIは人間を脅迫したのか。実験データが明かす悪役AIの正体,https://prtimes.jp/main/html/rd/p/000000266.000116644.html,2026/5/28,"[株式会社SHIFT AI]
「日本をAI先進国に」を掲げ、AIのビジネス活用を学べる利用者数No.1※のAI大学「SHIFTAI」を運営する株式会社SHIFT AI（東京都渋谷区、代表取締役 木内翔大、以下 当社）より、2026年5月のAIトレンド通信をお届け...",株式会社SHIFT AI,3,2,,,,2,,組織,3,AI教育プラットフォーム「SHIFTAI」の運営を通じて、全社的なAI人材育成体制を構築・標準化している取り組みが報告されている。
639c7b7802e4,2026/5/28 5:06,PR TIMES,Snowflake、AWSとの戦略的連携を拡大　60億ドル投資でエンタープライズAIの本格導入を加速,https://prtimes.jp/main/html/rd/p/000000111.000116784.html,2026/5/28,"[Snowflake合同会社]
※本報道資料は米国スノーフレイク社が5月27日に発表(https://www.snowflake.com/en/news/press-releases/snowflake-expands-aws-collaboration-with-6b-commitment-to-accelerate-enterprise-agentic-ai-adoption...",Snowflake合同会社、Amazon Web Services,4,3,,3,4,4,4,生成AI活用,4,エンタープライズAIの本格導入加速のため、60億ドル投資による戦略的連携で、定量的に管理・最適化されたAI運用体制の構築を推進している。
2583e0c086e0,2026/5/28 5:06,PR TIMES,サードスコープ、AIファースト型業務支援プラットフォーム「Kanata」の正式リリースを記念して、3か国でイベントを開催,https://prtimes.jp/main/html/rd/p/000000013.000071080.html,2026/5/28,"[サードスコープ]
[画像1: https://prcdn.freetls.fastly.net/release_image/71080/13/71080-13-926bb0938ee6c5895b0e4e1aa2c83c2a-3900x2600.jpg?width=536&amp;quality=85%2C75&amp;format=jpeg&amp;auto=webp&amp;fit=boun",サードスコープ,2,2,,2,,2,2,生成AIの業務プロセスへの統合,2,AIファースト型業務支援プラットフォーム「Kanata」の正式リリースで、基本的なAI業務統合の方針・手順が明文化された段階。
93a7d13d9cfc,2026/5/28 5:06,PR TIMES,【6月17日 ～ 19日】「第8回健康経営EXPO」出展のご案内,https://prtimes.jp/main/html/rd/p/000000388.000027329.html,2026/5/28,"[FiNC Technologies]
予防ヘルスケア×AIに特化したヘルステックカンパニーの株式会社FiNC Technologies（本社：東京都千代田区、代表取締役社長：小島 かおり、以下「当社」）は、2026年6月17日(水)～19日(金)に東京ビッグサイト(東京...",株式会社FiNC Technologies,2,2,2,2,3,2,2,データマネジメント,3,予防ヘルスケア×AI特化のヘルステック企業として、個人健康データの管理・活用が全社的に標準化されている段階を示唆している。
2a4ec65abaa0,2026/5/28 5:06,PR TIMES,マイナビ、社員の業務における生成AI活用率が96.1%を達成,https://prtimes.jp/main/html/rd/p/000002421.000002955.html,2026/5/28,"[マイナビ]
株式会社マイナビ（本社：東京都千代田区、代表取締役 社長執行役員：粟井 俊介）は、全社員が「AI・ITを日常業務で使いこなす」ことを目指し、社内のAI推進を強化しています。このたび、AI活用状況に関する社内...",株式会社マイナビ,3,3,,2,,2,3,組織,3,社員のAI活用率96.1%達成により全社的なAI推進体制が構築され、日常業務へのAI統合が標準化されている段階。
a175d2f35c26,2026/5/28 5:06,PR TIMES,【新機能リリース】「やりっぱなし研修」をゼロへ。多機能型LMS「SmartSkill Campus」、エビングハウスの忘却曲線に基づき復習を自動化する新機能「スキル定着リマインダー」を実装,https://prtimes.jp/main/html/rd/p/000000171.000093972.html,2026/5/28,"[株式会社レビックグローバル]
[画像1: https://prcdn.freetls.fastly.net/release_image/93972/171/93972-171-ae84d8e2bd0c3636634edd08577a0de4-600x400.png?width=536&amp;quality=85%2C75&amp;format=jpeg&amp;auto=webp&amp;fi",株式会社レビックグローバル,,2,,3,,2,3,生成AI活用対象の業務プロセス,3,研修の定着プロセスを科学的（忘却曲線）に標準化し、自動化機能で全体最適化を実現。
12474bb6271b,2026/5/28 5:06,PR TIMES,生成AI活用による経理業務高度化・自動化を実現,https://prtimes.jp/main/html/rd/p/000000013.000165280.html,2026/5/28,"[株式会社NTTデータ・ビズインテグラル]
ウイングアーク１ｓｔ株式会社（本社：東京都港区、代表取締役 社長執行役員CEO：田中 潤、以下ウイングアーク）と株式会社ＮＴＴデータ・ビズインテグラル（本社：東京都港区、代表取締役社長 田中 宏治、以下Ｎ...",ウイングアーク１ｓｔ株式会社、株式会社ＮＴＴデータ・ビズインテグラル,,2,,2,2,2,2,生成AI活用対象の業務プロセス,2,経理業務の高度化・自動化を生成AIで実現する初期段階。基本方針・手順が明文化され始めている。
b43a11c0a1f5,2026/5/28 5:06,PR TIMES,Anyflow、200種以上のクラウドサービスと連携するAIエージェント向けデータ自動連携サービスを提供開始,https://prtimes.jp/main/html/rd/p/000000040.000034258.html,2026/5/28,"[Anyflow]
[画像1: https://prcdn.freetls.fastly.net/release_image/34258/40/34258-40-9922d90572567741c9019a5129941698-3173x1985.png?width=536&amp;quality=85%2C75&amp;format=jpeg&amp;auto=webp&amp;fit=boun",Anyflow,2,2,1,3,3,3,3,生成AI活用,3,AIエージェント向けに200種以上のクラウドサービスと連携するデータ自動連携サービスを提供開始。生成AI活用の標準化・体系化された取り組みを示す。
3cb0b43d5e59,2026/5/28 5:06,PR Newswire,Payslip Secures Growth Financing to Scale AI Global Payroll Platform,https://www.prnewswire.com/news-releases/payslip-secures-growth-financing-to-scale-ai-global-payroll-platform-302783419.html,"Thu, 28 May 2026 05:00:00 +0000","Marking a decade of growth, Payslip delivers 60% CAGR alongside strong EBITDA positivity as it scales enterprise payroll operations New Customer Wins Including Flix and Zalando Reflect Rising Global D",Payslip、Flix、Zalando,3,2,2,3,2,3,3,生成AI活用,3,Payslipは給与計算業務にAIを統合し、複数企業が採用するレベルに達している標準化・体系化された活用段階
b97f947186ca,2026/5/28 5:06,PR Newswire,Payslip Secures Growth Financing to Scale AI Global Payroll Platform,https://www.prnewswire.com/news-releases/payslip-secures-growth-financing-to-scale-ai-global-payroll-platform-302783394.html,"Thu, 28 May 2026 05:00:00 +0000","Marking a decade of growth, Payslip delivers 60% CAGR alongside strong EBITDA positivity as it scales enterprise payroll operations New Customer Wins Including Flix and Zalando Reflect Rising Global D",Payslip、Flix、Zalando,3,2,2,3,2,3,3,生成AI活用,3,Payslipは給与計算業務にAIを統合し、複数企業が採用するレベルに達している標準化・体系化された活用段階
a3430c696bd7,2026/5/28 5:06,PR Newswire,AI-Powered Factories Are Rewriting the Rules of Global Manufacturing,https://www.prnewswire.com/news-releases/ai-powered-factories-are-rewriting-the-rules-of-global-manufacturing-302783849.html,"Thu, 28 May 2026 04:01:00 +0000",AI-Driven Factory of the Future Unlocks Productivity Gains of Up to 60% Factory Transformation Can Now Determine Competitiveness Upgrading Factories Can Outperform Offshoring—Even in High-Cost Countri,,2,2,1,3,2,2,3,生成AI活用,2,製造業でAIによる生産性向上が実現される段階だが、具体的な企業名がなく個別での取組内容が明確でない
6b5014e3c0e5,2026/5/29 5:09,PR TIMES,Queue-it、AI時代のトラフィック戦略をテーマに国内2回目となる「Queue-it Connect」を東京で開催,https://prtimes.jp/main/html/rd/p/000000008.000109664.html,2026/5/29,"[Queue-it ApS]
Queue-it (本社 : コペンハーゲン｜代表取締役 : Jesper Essendrop、支社: 東京｜カントリーマネジャー : ペターセン花野)は、2026年5月22日(金)、自社イベント「Queue-it Connect～AI時代のオンライントラフィッ...",Queue-it ApS,2,2,,2,,2,2,生成AI活用,2,AI時代のトラフィック戦略をテーマにしたイベント開催で、生成AIの活用機会を提示し、戦略的な取り組みを周知している。
f5d8908d4b0c,2026/5/29 5:09,PR TIMES,BtoB企業向けLLMO・AIO戦略・実践セミナーを6/2・6/16・6/30に無料開催（株式会社メディアリーチ主催）,https://prtimes.jp/main/html/rd/p/000000022.000092256.html,2026/5/29,"[メディアリーチ]
[画像: https://prcdn.freetls.fastly.net/release_image/92256/22/92256-22-5299d3feb075ede7265b7cea0c935146-1280x720.png?width=536&amp;quality=85%2C75&amp;format=jpeg&amp;auto=webp&amp;fit=bounds",株式会社メディアリーチ,2,2,,2,,3,2,生成AI活用,3,BtoB企業向けにLLMOps・AIオプス戦略セミナーを開催し、生成AI活用の標準化と体系的な実装支援を提供。
788f6e619c35,2026/5/29 5:09,PR TIMES,NE、EC事業者向け業務自動化プロダクト「NE STUDIO」β版の利用先行受付を開始。限定10社を募集,https://prtimes.jp/main/html/rd/p/000000058.000125456.html,2026/5/29,"[NE株式会社]
[画像: https://prcdn.freetls.fastly.net/release_image/125456/58/125456-58-af0a7f4bacc28e90244287b4c81234f8-1600x1000.png?width=536&amp;quality=85%2C75&amp;format=jpeg&amp;auto=webp&amp;fit=boun",NE株式会社,2,2,1,3,2,3,3,生成AIの業務プロセスへの統合,3,EC事業者向け業務自動化プロダクト「NE STUDIO」で、生成AIをビジネスプロセスに統合し標準化されたソリューション提供。
094eab145388,2026/5/29 5:09,PR TIMES,データセクション、OpenAI API を活用し、エンタープライズ向け AI ワークフロープラットフォーム「TAIZA」を強化,https://prtimes.jp/main/html/rd/p/000000077.000036921.html,2026/5/29,"[データセクション株式会社]
データセクション株式会社（本社：東京都品川区、代表取締役社長執行役員CEO：石原紀彦、東証グロース：3905、以下「当社」）は、本日、同社の「TAIZA AI クラウドプラットフォーム」におけるエージェント型AIワ...",データセクション株式会社,3,3,2,3,3,4,4,生成AI活用,4,OpenAI APIを活用したエンタープライズAIワークフロープラットフォーム「TAIZA」を強化。運用・監視・評価が定量的に管理されている。
a396be348fac,2026/5/29 5:09,PR TIMES,株式会社アップグレード、「生成AI・人工知能 EXPO【春】」に出展。製造業向け図面・帳票読み取りからAI駆動のプロダクト開発まで、生成AI導入の実践フェーズを幅広く支援する取り組みを紹介,https://prtimes.jp/main/html/rd/p/000000034.000102486.html,2026/5/29,"[株式会社アップグレード]
株式会社ベクトル（本社：東京都港区、代表取締役会長兼社長CEO：西江 肇司、東証プライム：6058）のグループ会社である、株式会社アップグレード（本社：東京都品川区、代表取締役：市村健太、以降 当社）は、20...",株式会社アップグレード、株式会社ベクトル,2,2,,3,,3,2,生成AI活用対象の業務プロセス,3,製造業向けに図面・帳票読み取りという具体的な業務プロセスを標準化し、生成AI導入の実践フェーズを支援する取り組みを報告している。
1a7238f08213,2026/5/29 5:09,PR TIMES,AI推進担当者を“ひとりで悩ませない”後方支援サービス『KUROKO』提供開始,https://prtimes.jp/main/html/rd/p/000000017.000178509.html,2026/5/29,"[株式会社Neurosphere]
株式会社Neurosphere（本社：東京都港区、代表取締役：根来 実）は、AI実装支援サービス「特命FDE」シリーズの新たな関連サービスとして、企業内でAI推進を担う担当者を、実務とAIの橋渡し役である「社内FDE」へ...",株式会社Neurosphere,2,3,,,,,2,制度・仕組み,3,AI推進担当者を支援する「社内FDE」制度を体系化し、企業内のAI推進体制を標準化・組織化するサービスを提供している。
552957426cb3,2026/5/29 5:09,PR TIMES,横浜エクセレンス、AI技術でファン体験を革新する「LiveX AI」をファン感謝祭に導入,https://prtimes.jp/main/html/rd/p/000000260.000056870.html,2026/5/29,"[株式会社ネオジャパン]
株式会社ネオジャパン（本社：神奈川県横浜市、代表取締役社長：齋藤 晶議、以下「ネオジャパン」）は日本国内代理店として展開する米国の最先端AIソリューション「LiveX AI」が、男子プロバスケットボールクラブ...",株式会社ネオジャパン,,,,2,,2,2,生成AIの業務プロセスへの統合,2,AI技術をファン体験向上という具体的な業務プロセスに導入する事例を報告。初期段階の統合取り組みを示している。
